Véhicule,Norme EURO,Mois,KM parcourus,Émissions CO2 (kg)
HYUNDAI MEX  52684-A-11,EURO 4,3,0,
HYUNDAI MEX  52684-A-11,EURO 4,4,0,
HYUNDAI MEX  52684-A-11,EURO 4,5,0,
HYUNDAI MEX  52684-A-11,EURO 4,6,0,
HYUNDAI MEX  52684-A-11,EURO 4,7,0,
HYUNDAI MEX  52684-A-11,EURO 4,8,0,
HYUNDAI MEX  52684-A-11,EURO 4,9,0,
HYUNDAI MEX  52684-A-11,EURO 4,10,0,
HYUNDAI MEX  52684-A-11,EURO 4,11,0,
HYUNDAI MEX  52684-A-11,EURO 4,12,0,
HYUNDAI MEX  52669-A-11,EURO 4,1,6903,1677.429
HYUNDAI MEX  52669-A-11,EURO 4,2,0,
HYUNDAI MEX  52669-A-11,EURO 4,3,0,
HYUNDAI MEX  52669-A-11,EURO 4,4,0,
HYUNDAI MEX  52669-A-11,EURO 4,5,0,
HYUNDAI MEX  52669-A-11,EURO 4,6,0,
HYUNDAI MEX  52669-A-11,EURO 4,7,0,
HYUNDAI MEX  52669-A-11,EURO 4,8,0,
HYUNDAI MEX  52669-A-11,EURO 4,9,0,
HYUNDAI MEX  52669-A-11,EURO 4,10,0,
HYUNDAI MEX  52669-A-11,EURO 4,11,0,
HYUNDAI MEX  52669-A-11,EURO 4,12,0,
HYUNDAI MEX  52770-A-11,EURO 4,1,9188,2232.684
HYUNDAI MEX  52770-A-11,EURO 4,2,0,
HYUNDAI MEX  52770-A-11,EURO 4,3,0,
HYUNDAI MEX  52770-A-11,EURO 4,4,0,
HYUNDAI MEX  52770-A-11,EURO 4,5,0,
HYUNDAI MEX  52770-A-11,EURO 4,6,0,
HYUNDAI MEX  52770-A-11,EURO 4,7,0,
HYUNDAI MEX  52770-A-11,EURO 4,8,0,
HYUNDAI MEX  52770-A-11,EURO 4,9,0,
HYUNDAI MEX  52770-A-11,EURO 4,10,0,
HYUNDAI MEX  52770-A-11,EURO 4,11,0,
HYUNDAI MEX  52770-A-11,EURO 4,12,0,
HYUNDAI MEX  52831-A-11,EURO 4,1,7285,1770.255
HYUNDAI MEX  52831-A-11,EURO 4,2,0,
HYUNDAI MEX  52831-A-11,EURO 4,3,0,
HYUNDAI MEX  52831-A-11,EURO 4,4,0,
HYUNDAI MEX  52831-A-11,EURO 4,5,0,
HYUNDAI MEX  52831-A-11,EURO 4,6,0,
HYUNDAI MEX  52831-A-11,EURO 4,7,0,
HYUNDAI MEX  52831-A-11,EURO 4,8,0,
HYUNDAI MEX  52831-A-11,EURO 4,9,0,
HYUNDAI MEX  52831-A-11,EURO 4,10,0,
HYUNDAI MEX  52831-A-11,EURO 4,11,0,
HYUNDAI MEX  52831-A-11,EURO 4,12,0,
HYUNDAI MEX  52830-A-11,EURO 4,1,6851,1664.793
HYUNDAI MEX  52830-A-11,EURO 4,2,0,
HYUNDAI MEX  52830-A-11,EURO 4,3,0,
HYUNDAI MEX  52830-A-11,EURO 4,4,0,
HYUNDAI MEX  52830-A-11,EURO 4,5,0,
HYUNDAI MEX  52830-A-11,EURO 4,6,0,
HYUNDAI MEX  52830-A-11,EURO 4,7,0,
HYUNDAI MEX  52830-A-11,EURO 4,8,0,
HYUNDAI MEX  52830-A-11,EURO 4,9,0,
HYUNDAI MEX  52830-A-11,EURO 4,10,0,
HYUNDAI MEX  52830-A-11,EURO 4,11,0,
HYUNDAI MEX  52830-A-11,EURO 4,12,0,
FORD MEX 53021-A-11,EURO 5,1,9556,1786.972
FORD MEX 53021-A-11,EURO 5,2,0,
FORD MEX 53021-A-11,EURO 5,3,0,
FORD MEX 53021-A-11,EURO 5,4,0,
FORD MEX 53021-A-11,EURO 5,5,0,
FORD MEX 53021-A-11,EURO 5,6,0,
FORD MEX 53021-A-11,EURO 5,7,0,
FORD MEX 53021-A-11,EURO 5,8,0,
FORD MEX 53021-A-11,EURO 5,9,0,
FORD MEX 53021-A-11,EURO 5,10,0,
FORD MEX 53021-A-11,EURO 5,11,0,
FORD MEX 53021-A-11,EURO 5,12,0,
FORD MEX 53023-A-11,EURO 5,1,10612,1984.444
FORD MEX 53023-A-11,EURO 5,2,0,
FORD MEX 53023-A-11,EURO 5,3,0,
FORD MEX 53023-A-11,EURO 5,4,0,
FORD MEX 53023-A-11,EURO 5,5,0,
FORD MEX 53023-A-11,EURO 5,6,0,
FORD MEX 53023-A-11,EURO 5,7,0,
FORD MEX 53023-A-11,EURO 5,8,0,
FORD MEX 53023-A-11,EURO 5,9,0,
FORD MEX 53023-A-11,EURO 5,10,0,
FORD MEX 53023-A-11,EURO 5,11,0,
FORD MEX 53023-A-11,EURO 5,12,0,
FORD MEX 53022-A-11,EURO 5,1,6752,1262.624
FORD MEX 53022-A-11,EURO 5,2,0,
FORD MEX 53022-A-11,EURO 5,3,0,
FORD MEX 53022-A-11,EURO 5,4,0,
FORD MEX 53022-A-11,EURO 5,5,0,
FORD MEX 53022-A-11,EURO 5,6,0,
FORD MEX 53022-A-11,EURO 5,7,0,
FORD MEX 53022-A-11,EURO 5,8,0,
FORD MEX 53022-A-11,EURO 5,9,0,
FORD MEX 53022-A-11,EURO 5,10,0,
FORD MEX 53022-A-11,EURO 5,11,0,
FORD MEX 53022-A-11,EURO 5,12,0,
FORD MEX 53020-A-11,EURO 5,1,6552,1225.224
FORD MEX 53020-A-11,EURO 5,2,0,
FORD MEX 53020-A-11,EURO 5,3,0,
FORD MEX 53020-A-11,EURO 5,4,0,
FORD MEX 53020-A-11,EURO 5,5,0,
FORD MEX 53020-A-11,EURO 5,6,0,
FORD MEX 53020-A-11,EURO 5,7,0,
FORD MEX 53020-A-11,EURO 5,8,0,
FORD MEX 53020-A-11,EURO 5,9,0,
FORD MEX 53020-A-11,EURO 5,10,0,
FORD MEX 53020-A-11,EURO 5,11,0,
FORD MEX 53020-A-11,EURO 5,12,0,
FORD MEX 53019-A-11,EURO 5,1,6081,1137.147
FORD MEX 53019-A-11,EURO 5,2,0,
FORD MEX 53019-A-11,EURO 5,3,0,
FORD MEX 53019-A-11,EURO 5,4,0,
FORD MEX 53019-A-11,EURO 5,5,0,
FORD MEX 53019-A-11,EURO 5,6,0,
FORD MEX 53019-A-11,EURO 5,7,0,
FORD MEX 53019-A-11,EURO 5,8,0,
FORD MEX 53019-A-11,EURO 5,9,0,
FORD MEX 53019-A-11,EURO 5,10,0,
FORD MEX 53019-A-11,EURO 5,11,0,
FORD MEX 53019-A-11,EURO 5,12,0,
HYUNDAI MEX  53898-A-11,EURO 4,1,10542,2561.706
HYUNDAI MEX  53898-A-11,EURO 4,2,0,
HYUNDAI MEX  53898-A-11,EURO 4,3,0,
HYUNDAI MEX  53898-A-11,EURO 4,4,0,
HYUNDAI MEX  53898-A-11,EURO 4,5,0,
HYUNDAI MEX  53898-A-11,EURO 4,6,0,
HYUNDAI MEX  53898-A-11,EURO 4,7,0,
HYUNDAI MEX  53898-A-11,EURO 4,8,0,
HYUNDAI MEX  53898-A-11,EURO 4,9,0,
HYUNDAI MEX  53898-A-11,EURO 4,10,0,
HYUNDAI MEX  53898-A-11,EURO 4,11,0,
HYUNDAI MEX  53898-A-11,EURO 4,12,0,
FORD MEX 53897-A-11,EURO 5,1,8523,1593.801
FORD MEX 53897-A-11,EURO 5,2,0,
FORD MEX 53897-A-11,EURO 5,3,0,
FORD MEX 53897-A-11,EURO 5,4,0,
FORD MEX 53897-A-11,EURO 5,5,0,
FORD MEX 53897-A-11,EURO 5,6,0,
FORD MEX 53897-A-11,EURO 5,7,0,
FORD MEX 53897-A-11,EURO 5,8,0,
FORD MEX 53897-A-11,EURO 5,9,0,
FORD MEX 53897-A-11,EURO 5,10,0,
FORD MEX 53897-A-11,EURO 5,11,0,
FORD MEX 53897-A-11,EURO 5,12,0,
HYUNDAI MEX  34179-E-6,EURO 4,1,5195,1262.385
HYUNDAI MEX  34179-E-6,EURO 4,2,0,
HYUNDAI MEX  34179-E-6,EURO 4,3,0,
HYUNDAI MEX  34179-E-6,EURO 4,4,0,
HYUNDAI MEX  34179-E-6,EURO 4,5,0,
HYUNDAI MEX  34179-E-6,EURO 4,6,0,
HYUNDAI MEX  34179-E-6,EURO 4,7,0,
HYUNDAI MEX  34179-E-6,EURO 4,8,0,
HYUNDAI MEX  34179-E-6,EURO 4,9,0,
HYUNDAI MEX  34179-E-6,EURO 4,10,0,
HYUNDAI MEX  34179-E-6,EURO 4,11,0,
HYUNDAI MEX  34179-E-6,EURO 4,12,0,
HYUNDAI MEX 34178-E-6,EURO 4,1,7110,1727.73
HYUNDAI MEX 34178-E-6,EURO 4,2,0,
HYUNDAI MEX 34178-E-6,EURO 4,3,0,
HYUNDAI MEX 34178-E-6,EURO 4,4,0,
HYUNDAI MEX 34178-E-6,EURO 4,5,0,
HYUNDAI MEX 34178-E-6,EURO 4,6,0,
HYUNDAI MEX 34178-E-6,EURO 4,7,0,
HYUNDAI MEX 34178-E-6,EURO 4,8,0,
HYUNDAI MEX 34178-E-6,EURO 4,9,0,
HYUNDAI MEX 34178-E-6,EURO 4,10,0,
HYUNDAI MEX 34178-E-6,EURO 4,11,0,
HYUNDAI MEX 34178-E-6,EURO 4,12,0,
HYUNDAI MEX  12268-B-7,EURO 4,1,3983,967.869
HYUNDAI MEX  12268-B-7,EURO 4,2,0,
HYUNDAI MEX  12268-B-7,EURO 4,3,0,
HYUNDAI MEX  12268-B-7,EURO 4,4,0,
HYUNDAI MEX  12268-B-7,EURO 4,5,0,
HYUNDAI MEX  12268-B-7,EURO 4,6,0,
HYUNDAI MEX  12268-B-7,EURO 4,7,0,
HYUNDAI MEX  12268-B-7,EURO 4,8,0,
HYUNDAI MEX  12268-B-7,EURO 4,9,0,
HYUNDAI MEX  12268-B-7,EURO 4,10,0,
HYUNDAI MEX  12268-B-7,EURO 4,11,0,
HYUNDAI MEX  12268-B-7,EURO 4,12,0,
HYUNDAI MEX  54623-A-11,EURO 4,1,8137,1977.291
HYUNDAI MEX  54623-A-11,EURO 4,2,0,
HYUNDAI MEX  54623-A-11,EURO 4,3,0,
HYUNDAI MEX  54623-A-11,EURO 4,4,0,
HYUNDAI MEX  54623-A-11,EURO 4,5,0,
HYUNDAI MEX  54623-A-11,EURO 4,6,0,
HYUNDAI MEX  54623-A-11,EURO 4,7,0,
HYUNDAI MEX  54623-A-11,EURO 4,8,0,
HYUNDAI MEX  54623-A-11,EURO 4,9,0,
HYUNDAI MEX  54623-A-11,EURO 4,10,0,
HYUNDAI MEX  54623-A-11,EURO 4,11,0,
HYUNDAI MEX  54623-A-11,EURO 4,12,0,
FORD MEX 54639-A-11,EURO 5,1,8523,1593.801
FORD MEX 54639-A-11,EURO 5,2,0,
FORD MEX 54639-A-11,EURO 5,3,0,
FORD MEX 54639-A-11,EURO 5,4,0,
FORD MEX 54639-A-11,EURO 5,5,0,
FORD MEX 54639-A-11,EURO 5,6,0,
FORD MEX 54639-A-11,EURO 5,7,0,
FORD MEX 54639-A-11,EURO 5,8,0,
FORD MEX 54639-A-11,EURO 5,9,0,
FORD MEX 54639-A-11,EURO 5,10,0,
FORD MEX 54639-A-11,EURO 5,11,0,
FORD MEX 54639-A-11,EURO 5,12,0,
HYUNDAI MEX  27407-D-8,EURO 4,1,5800,1409.4
HYUNDAI MEX  27407-D-8,EURO 4,2,0,
HYUNDAI MEX  27407-D-8,EURO 4,3,0,
HYUNDAI MEX  27407-D-8,EURO 4,4,0,
HYUNDAI MEX  27407-D-8,EURO 4,5,0,
HYUNDAI MEX  27407-D-8,EURO 4,6,0,
HYUNDAI MEX  27407-D-8,EURO 4,7,0,
HYUNDAI MEX  27407-D-8,EURO 4,8,0,
HYUNDAI MEX  27407-D-8,EURO 4,9,0,
HYUNDAI MEX  27407-D-8,EURO 4,10,0,
HYUNDAI MEX  27407-D-8,EURO 4,11,0,
HYUNDAI MEX  27407-D-8,EURO 4,12,0,
HYUNDAI MEX  56070-A-11,EURO 4,1,3708,901.044
HYUNDAI MEX  56070-A-11,EURO 4,2,0,
HYUNDAI MEX  56070-A-11,EURO 4,3,0,
HYUNDAI MEX  56070-A-11,EURO 4,4,0,
HYUNDAI MEX  56070-A-11,EURO 4,5,0,
HYUNDAI MEX  56070-A-11,EURO 4,6,0,
HYUNDAI MEX  56070-A-11,EURO 4,7,0,
HYUNDAI MEX  56070-A-11,EURO 4,8,0,
HYUNDAI MEX  56070-A-11,EURO 4,9,0,
HYUNDAI MEX  56070-A-11,EURO 4,10,0,
HYUNDAI MEX  56070-A-11,EURO 4,11,0,
HYUNDAI MEX  56070-A-11,EURO 4,12,0,
HYUNDAI MEX  56068-A-11,EURO 4,1,6258,1520.694
HYUNDAI MEX  56068-A-11,EURO 4,2,0,
HYUNDAI MEX  56068-A-11,EURO 4,3,0,
HYUNDAI MEX  56068-A-11,EURO 4,4,0,
HYUNDAI MEX  56068-A-11,EURO 4,5,0,
HYUNDAI MEX  56068-A-11,EURO 4,6,0,
HYUNDAI MEX  56068-A-11,EURO 4,7,0,
HYUNDAI MEX  56068-A-11,EURO 4,8,0,
HYUNDAI MEX  56068-A-11,EURO 4,9,0,
HYUNDAI MEX  56068-A-11,EURO 4,10,0,
HYUNDAI MEX  56068-A-11,EURO 4,11,0,
HYUNDAI MEX  56068-A-11,EURO 4,12,0,
HYUNDAI MEX  56069-A-11,EURO 4,1,6788,1649.484
HYUNDAI MEX  56069-A-11,EURO 4,2,0,
HYUNDAI MEX  56069-A-11,EURO 4,3,0,
HYUNDAI MEX  56069-A-11,EURO 4,4,0,
HYUNDAI MEX  56069-A-11,EURO 4,5,0,
HYUNDAI MEX  56069-A-11,EURO 4,6,0,
HYUNDAI MEX  56069-A-11,EURO 4,7,0,
HYUNDAI MEX  56069-A-11,EURO 4,8,0,
HYUNDAI MEX  56069-A-11,EURO 4,9,0,
HYUNDAI MEX  56069-A-11,EURO 4,10,0,
HYUNDAI MEX  56069-A-11,EURO 4,11,0,
HYUNDAI MEX  56069-A-11,EURO 4,12,0,
FORD MEX 56345-A-11,EURO 5,1,8808,1647.096
FORD MEX 56345-A-11,EURO 5,2,0,
FORD MEX 56345-A-11,EURO 5,3,0,
FORD MEX 56345-A-11,EURO 5,4,0,
FORD MEX 56345-A-11,EURO 5,5,0,
FORD MEX 56345-A-11,EURO 5,6,0,
FORD MEX 56345-A-11,EURO 5,7,0,
FORD MEX 56345-A-11,EURO 5,8,0,
FORD MEX 56345-A-11,EURO 5,9,0,
FORD MEX 56345-A-11,EURO 5,10,0,
FORD MEX 56345-A-11,EURO 5,11,0,
FORD MEX 56345-A-11,EURO 5,12,0,
FORD MEX 56343-A-11,EURO 5,1,7738,1447.006
FORD MEX 56343-A-11,EURO 5,2,0,
FORD MEX 56343-A-11,EURO 5,3,0,
FORD MEX 56343-A-11,EURO 5,4,0,
FORD MEX 56343-A-11,EURO 5,5,0,
FORD MEX 56343-A-11,EURO 5,6,0,
FORD MEX 56343-A-11,EURO 5,7,0,
FORD MEX 56343-A-11,EURO 5,8,0,
FORD MEX 56343-A-11,EURO 5,9,0,
FORD MEX 56343-A-11,EURO 5,10,0,
FORD MEX 56343-A-11,EURO 5,11,0,
FORD MEX 56343-A-11,EURO 5,12,0,
FORD MEX 56344-A-11,EURO 5,1,7172,1341.164
FORD MEX 56344-A-11,EURO 5,2,0,
FORD MEX 56344-A-11,EURO 5,3,0,
FORD MEX 56344-A-11,EURO 5,4,0,
FORD MEX 56344-A-11,EURO 5,5,0,
FORD MEX 56344-A-11,EURO 5,6,0,
FORD MEX 56344-A-11,EURO 5,7,0,
FORD MEX 56344-A-11,EURO 5,8,0,
FORD MEX 56344-A-11,EURO 5,9,0,
FORD MEX 56344-A-11,EURO 5,10,0,
FORD MEX 56344-A-11,EURO 5,11,0,
FORD MEX 56344-A-11,EURO 5,12,0,
FORD MEX 56337-A-11,EURO 5,1,10458,1955.646
FORD MEX 56337-A-11,EURO 5,2,0,
FORD MEX 56337-A-11,EURO 5,3,0,
FORD MEX 56337-A-11,EURO 5,4,0,
FORD MEX 56337-A-11,EURO 5,5,0,
FORD MEX 56337-A-11,EURO 5,6,0,
FORD MEX 56337-A-11,EURO 5,7,0,
FORD MEX 56337-A-11,EURO 5,8,0,
FORD MEX 56337-A-11,EURO 5,9,0,
FORD MEX 56337-A-11,EURO 5,10,0,
FORD MEX 56337-A-11,EURO 5,11,0,
FORD MEX 56337-A-11,EURO 5,12,0,
FORD MEX 56346-A-11,EURO 5,1,8023,1500.301
FORD MEX 56346-A-11,EURO 5,2,0,
FORD MEX 56346-A-11,EURO 5,3,0,
FORD MEX 56346-A-11,EURO 5,4,0,
FORD MEX 56346-A-11,EURO 5,5,0,
FORD MEX 56346-A-11,EURO 5,6,0,
FORD MEX 56346-A-11,EURO 5,7,0,
FORD MEX 56346-A-11,EURO 5,8,0,
FORD MEX 56346-A-11,EURO 5,9,0,
FORD MEX 56346-A-11,EURO 5,10,0,
FORD MEX 56346-A-11,EURO 5,11,0,
FORD MEX 56346-A-11,EURO 5,12,0,
FORD MEX 56339-A-11,EURO 5,1,9365,1751.255
FORD MEX 56339-A-11,EURO 5,2,0,
FORD MEX 56339-A-11,EURO 5,3,0,
FORD MEX 56339-A-11,EURO 5,4,0,
FORD MEX 56339-A-11,EURO 5,5,0,
FORD MEX 56339-A-11,EURO 5,6,0,
FORD MEX 56339-A-11,EURO 5,7,0,
FORD MEX 56339-A-11,EURO 5,8,0,
FORD MEX 56339-A-11,EURO 5,9,0,
FORD MEX 56339-A-11,EURO 5,10,0,
FORD MEX 56339-A-11,EURO 5,11,0,
FORD MEX 56339-A-11,EURO 5,12,0,
FORD MEX 56342-A-11,EURO 5,1,6590,1232.33
FORD MEX 56342-A-11,EURO 5,2,0,
FORD MEX 56342-A-11,EURO 5,3,0,
FORD MEX 56342-A-11,EURO 5,4,0,
FORD MEX 56342-A-11,EURO 5,5,0,
FORD MEX 56342-A-11,EURO 5,6,0,
FORD MEX 56342-A-11,EURO 5,7,0,
FORD MEX 56342-A-11,EURO 5,8,0,
FORD MEX 56342-A-11,EURO 5,9,0,
FORD MEX 56342-A-11,EURO 5,10,0,
FORD MEX 56342-A-11,EURO 5,11,0,
FORD MEX 56342-A-11,EURO 5,12,0,
FORD MEX 56338-A-11,EURO 5,1,11928,2230.536
FORD MEX 56338-A-11,EURO 5,2,0,
FORD MEX 56338-A-11,EURO 5,3,0,
FORD MEX 56338-A-11,EURO 5,4,0,
FORD MEX 56338-A-11,EURO 5,5,0,
FORD MEX 56338-A-11,EURO 5,6,0,
FORD MEX 56338-A-11,EURO 5,7,0,
FORD MEX 56338-A-11,EURO 5,8,0,
FORD MEX 56338-A-11,EURO 5,9,0,
FORD MEX 56338-A-11,EURO 5,10,0,
FORD MEX 56338-A-11,EURO 5,11,0,
FORD MEX 56338-A-11,EURO 5,12,0,
FORD MEX 56340-A-11,EURO 5,1,10863,2031.381
FORD MEX 56340-A-11,EURO 5,2,0,
FORD MEX 56340-A-11,EURO 5,3,0,
FORD MEX 56340-A-11,EURO 5,4,0,
FORD MEX 56340-A-11,EURO 5,5,0,
FORD MEX 56340-A-11,EURO 5,6,0,
FORD MEX 56340-A-11,EURO 5,7,0,
FORD MEX 56340-A-11,EURO 5,8,0,
FORD MEX 56340-A-11,EURO 5,9,0,
FORD MEX 56340-A-11,EURO 5,10,0,
FORD MEX 56340-A-11,EURO 5,11,0,
FORD MEX 56340-A-11,EURO 5,12,0,
FORD MEX 56341-A-11,EURO 5,1,9342,1746.954
FORD MEX 56341-A-11,EURO 5,2,0,
FORD MEX 56341-A-11,EURO 5,3,0,
FORD MEX 56341-A-11,EURO 5,4,0,
FORD MEX 56341-A-11,EURO 5,5,0,
FORD MEX 56341-A-11,EURO 5,6,0,
FORD MEX 56341-A-11,EURO 5,7,0,
FORD MEX 56341-A-11,EURO 5,8,0,
FORD MEX 56341-A-11,EURO 5,9,0,
FORD MEX 56341-A-11,EURO 5,10,0,
FORD MEX 56341-A-11,EURO 5,11,0,
FORD MEX 56341-A-11,EURO 5,12,0,
HYUNDAI MEX  57231-A-11,EURO 5,1,7172,1470.26
HYUNDAI MEX  57231-A-11,EURO 5,2,0,
HYUNDAI MEX  57231-A-11,EURO 5,3,0,
HYUNDAI MEX  57231-A-11,EURO 5,4,0,
HYUNDAI MEX  57231-A-11,EURO 5,5,0,
HYUNDAI MEX  57231-A-11,EURO 5,6,0,
HYUNDAI MEX  57231-A-11,EURO 5,7,0,
HYUNDAI MEX  57231-A-11,EURO 5,8,0,
HYUNDAI MEX  57231-A-11,EURO 5,9,0,
HYUNDAI MEX  57231-A-11,EURO 5,10,0,
HYUNDAI MEX  57231-A-11,EURO 5,11,0,
HYUNDAI MEX  57231-A-11,EURO 5,12,0,
FORD MEX 57292-A-11,EURO 5,1,5138,960.806
FORD MEX 57292-A-11,EURO 5,2,0,
FORD MEX 57292-A-11,EURO 5,3,0,
FORD MEX 57292-A-11,EURO 5,4,0,
FORD MEX 57292-A-11,EURO 5,5,0,
FORD MEX 57292-A-11,EURO 5,6,0,
FORD MEX 57292-A-11,EURO 5,7,0,
FORD MEX 57292-A-11,EURO 5,8,0,
FORD MEX 57292-A-11,EURO 5,9,0,
FORD MEX 57292-A-11,EURO 5,10,0,
FORD MEX 57292-A-11,EURO 5,11,0,
FORD MEX 57292-A-11,EURO 5,12,0,
IVECO MEX 57378-A-11,EURO 5,1,5993,964.873
IVECO MEX 57378-A-11,EURO 5,2,0,
IVECO MEX 57378-A-11,EURO 5,3,0,
IVECO MEX 57378-A-11,EURO 5,4,0,
IVECO MEX 57378-A-11,EURO 5,5,0,
IVECO MEX 57378-A-11,EURO 5,6,0,
IVECO MEX 57378-A-11,EURO 5,7,0,
IVECO MEX 57378-A-11,EURO 5,8,0,
IVECO MEX 57378-A-11,EURO 5,9,0,
IVECO MEX 57378-A-11,EURO 5,10,0,
IVECO MEX 57378-A-11,EURO 5,11,0,
IVECO MEX 57378-A-11,EURO 5,12,0,
IVECO MEX 57379-A-11,EURO 5,1,5731,922.691
IVECO MEX 57379-A-11,EURO 5,2,0,
IVECO MEX 57379-A-11,EURO 5,3,0,
IVECO MEX 57379-A-11,EURO 5,4,0,
IVECO MEX 57379-A-11,EURO 5,5,0,
IVECO MEX 57379-A-11,EURO 5,6,0,
IVECO MEX 57379-A-11,EURO 5,7,0,
IVECO MEX 57379-A-11,EURO 5,8,0,
IVECO MEX 57379-A-11,EURO 5,9,0,
IVECO MEX 57379-A-11,EURO 5,10,0,
IVECO MEX 57379-A-11,EURO 5,11,0,
IVECO MEX 57379-A-11,EURO 5,12,0,
IVECO MEX 57412-A-11,EURO 5,1,5993,964.873
IVECO MEX 57412-A-11,EURO 5,2,0,
IVECO MEX 57412-A-11,EURO 5,3,0,
IVECO MEX 57412-A-11,EURO 5,4,0,
IVECO MEX 57412-A-11,EURO 5,5,0,
IVECO MEX 57412-A-11,EURO 5,6,0,
IVECO MEX 57412-A-11,EURO 5,7,0,
IVECO MEX 57412-A-11,EURO 5,8,0,
IVECO MEX 57412-A-11,EURO 5,9,0,
IVECO MEX 57412-A-11,EURO 5,10,0,
IVECO MEX 57412-A-11,EURO 5,11,0,
IVECO MEX 57412-A-11,EURO 5,12,0,
IVECO MEX 57514-A-11,EURO 5,1,5801,933.961
IVECO MEX 57514-A-11,EURO 5,2,0,
IVECO MEX 57514-A-11,EURO 5,3,0,
IVECO MEX 57514-A-11,EURO 5,4,0,
IVECO MEX 57514-A-11,EURO 5,5,0,
IVECO MEX 57514-A-11,EURO 5,6,0,
IVECO MEX 57514-A-11,EURO 5,7,0,
IVECO MEX 57514-A-11,EURO 5,8,0,
IVECO MEX 57514-A-11,EURO 5,9,0,
IVECO MEX 57514-A-11,EURO 5,10,0,
IVECO MEX 57514-A-11,EURO 5,11,0,
IVECO MEX 57514-A-11,EURO 5,12,0,
IVECO MEX 57510-A-11,EURO 5,1,6219,1001.259
IVECO MEX 57510-A-11,EURO 5,2,0,
IVECO MEX 57510-A-11,EURO 5,3,0,
IVECO MEX 57510-A-11,EURO 5,4,0,
IVECO MEX 57510-A-11,EURO 5,5,0,
IVECO MEX 57510-A-11,EURO 5,6,0,
IVECO MEX 57510-A-11,EURO 5,7,0,
IVECO MEX 57510-A-11,EURO 5,8,0,
IVECO MEX 57510-A-11,EURO 5,9,0,
IVECO MEX 57510-A-11,EURO 5,10,0,
IVECO MEX 57510-A-11,EURO 5,11,0,
IVECO MEX 57510-A-11,EURO 5,12,0,
IVECO MEX 57517-A-11,EURO 5,1,6873,1106.553
IVECO MEX 57517-A-11,EURO 5,2,0,
IVECO MEX 57517-A-11,EURO 5,3,0,
IVECO MEX 57517-A-11,EURO 5,4,0,
IVECO MEX 57517-A-11,EURO 5,5,0,
IVECO MEX 57517-A-11,EURO 5,6,0,
IVECO MEX 57517-A-11,EURO 5,7,0,
IVECO MEX 57517-A-11,EURO 5,8,0,
IVECO MEX 57517-A-11,EURO 5,9,0,
IVECO MEX 57517-A-11,EURO 5,10,0,
IVECO MEX 57517-A-11,EURO 5,11,0,
IVECO MEX 57517-A-11,EURO 5,12,0,
HYUNDAI MEX  57726-A-11,EURO 4,1,3114,756.702
HYUNDAI MEX  57726-A-11,EURO 4,2,0,
HYUNDAI MEX  57726-A-11,EURO 4,3,0,
HYUNDAI MEX  57726-A-11,EURO 4,4,0,
HYUNDAI MEX  57726-A-11,EURO 4,5,0,
HYUNDAI MEX  57726-A-11,EURO 4,6,0,
HYUNDAI MEX  57726-A-11,EURO 4,7,0,
HYUNDAI MEX  57726-A-11,EURO 4,8,0,
HYUNDAI MEX  57726-A-11,EURO 4,9,0,
HYUNDAI MEX  57726-A-11,EURO 4,10,0,
HYUNDAI MEX  57726-A-11,EURO 4,11,0,
HYUNDAI MEX  57726-A-11,EURO 4,12,0,
HYUNDAI MEX  57727-A-11,EURO 4,1,2921,709.803
HYUNDAI MEX  57727-A-11,EURO 4,2,0,
HYUNDAI MEX  57727-A-11,EURO 4,3,0,
HYUNDAI MEX  57727-A-11,EURO 4,4,0,
HYUNDAI MEX  57727-A-11,EURO 4,5,0,
HYUNDAI MEX  57727-A-11,EURO 4,6,0,
HYUNDAI MEX  57727-A-11,EURO 4,7,0,
HYUNDAI MEX  57727-A-11,EURO 4,8,0,
HYUNDAI MEX  57727-A-11,EURO 4,9,0,
HYUNDAI MEX  57727-A-11,EURO 4,10,0,
HYUNDAI MEX  57727-A-11,EURO 4,11,0,
HYUNDAI MEX  57727-A-11,EURO 4,12,0,
HYUNDAI MEX  57851-A-11,EURO 5,1,3114,638.37
HYUNDAI MEX  57851-A-11,EURO 5,2,0,
HYUNDAI MEX  57851-A-11,EURO 5,3,0,
HYUNDAI MEX  57851-A-11,EURO 5,4,0,
HYUNDAI MEX  57851-A-11,EURO 5,5,0,
HYUNDAI MEX  57851-A-11,EURO 5,6,0,
HYUNDAI MEX  57851-A-11,EURO 5,7,0,
HYUNDAI MEX  57851-A-11,EURO 5,8,0,
HYUNDAI MEX  57851-A-11,EURO 5,9,0,
HYUNDAI MEX  57851-A-11,EURO 5,10,0,
HYUNDAI MEX  57851-A-11,EURO 5,11,0,
HYUNDAI MEX  57851-A-11,EURO 5,12,0,
RENAULT MEX 37663-A-14,EURO 5,1,6413,1417.273
RENAULT MEX 37663-A-14,EURO 5,2,0,
RENAULT MEX 37663-A-14,EURO 5,3,0,
RENAULT MEX 37663-A-14,EURO 5,4,0,
RENAULT MEX 37663-A-14,EURO 5,5,0,
RENAULT MEX 37663-A-14,EURO 5,6,0,
RENAULT MEX 37663-A-14,EURO 5,7,0,
RENAULT MEX 37663-A-14,EURO 5,8,0,
RENAULT MEX 37663-A-14,EURO 5,9,0,
RENAULT MEX 37663-A-14,EURO 5,10,0,
