Véhicule,Norme EURO,Mois,KM parcourus,Émissions CO2 (kg)
HYUNDAI MEX  64199-A-11,EURO 5,7,0,
HYUNDAI MEX  64199-A-11,EURO 5,8,0,
HYUNDAI MEX  64199-A-11,EURO 5,9,0,
HYUNDAI MEX  64199-A-11,EURO 5,10,0,
HYUNDAI MEX  64199-A-11,EURO 5,11,0,
HYUNDAI MEX  64199-A-11,EURO 5,12,0,
HYUNDAI MEX  64197-A-11,EURO 5,1,4873,998.965
HYUNDAI MEX  64197-A-11,EURO 5,2,0,
HYUNDAI MEX  64197-A-11,EURO 5,3,0,
HYUNDAI MEX  64197-A-11,EURO 5,4,0,
HYUNDAI MEX  64197-A-11,EURO 5,5,0,
HYUNDAI MEX  64197-A-11,EURO 5,6,0,
HYUNDAI MEX  64197-A-11,EURO 5,7,0,
HYUNDAI MEX  64197-A-11,EURO 5,8,0,
HYUNDAI MEX  64197-A-11,EURO 5,9,0,
HYUNDAI MEX  64197-A-11,EURO 5,10,0,
HYUNDAI MEX  64197-A-11,EURO 5,11,0,
HYUNDAI MEX  64197-A-11,EURO 5,12,0,
HYUNDAI MEX  64261-A-11,EURO 5,1,4080,836.4
HYUNDAI MEX  64261-A-11,EURO 5,2,0,
HYUNDAI MEX  64261-A-11,EURO 5,3,0,
HYUNDAI MEX  64261-A-11,EURO 5,4,0,
HYUNDAI MEX  64261-A-11,EURO 5,5,0,
HYUNDAI MEX  64261-A-11,EURO 5,6,0,
HYUNDAI MEX  64261-A-11,EURO 5,7,0,
HYUNDAI MEX  64261-A-11,EURO 5,8,0,
HYUNDAI MEX  64261-A-11,EURO 5,9,0,
HYUNDAI MEX  64261-A-11,EURO 5,10,0,
HYUNDAI MEX  64261-A-11,EURO 5,11,0,
HYUNDAI MEX  64261-A-11,EURO 5,12,0,
HYUNDAI MEX  64198-A-11,EURO 5,1,4585,939.925
HYUNDAI MEX  64198-A-11,EURO 5,2,0,
HYUNDAI MEX  64198-A-11,EURO 5,3,0,
HYUNDAI MEX  64198-A-11,EURO 5,4,0,
HYUNDAI MEX  64198-A-11,EURO 5,5,0,
HYUNDAI MEX  64198-A-11,EURO 5,6,0,
HYUNDAI MEX  64198-A-11,EURO 5,7,0,
HYUNDAI MEX  64198-A-11,EURO 5,8,0,
HYUNDAI MEX  64198-A-11,EURO 5,9,0,
HYUNDAI MEX  64198-A-11,EURO 5,10,0,
HYUNDAI MEX  64198-A-11,EURO 5,11,0,
HYUNDAI MEX  64198-A-11,EURO 5,12,0,
HYUNDAI MEX  64242-A-11,EURO 5,1,4296,880.68
HYUNDAI MEX  64242-A-11,EURO 5,2,0,
HYUNDAI MEX  64242-A-11,EURO 5,3,0,
HYUNDAI MEX  64242-A-11,EURO 5,4,0,
HYUNDAI MEX  64242-A-11,EURO 5,5,0,
HYUNDAI MEX  64242-A-11,EURO 5,6,0,
HYUNDAI MEX  64242-A-11,EURO 5,7,0,
HYUNDAI MEX  64242-A-11,EURO 5,8,0,
HYUNDAI MEX  64242-A-11,EURO 5,9,0,
HYUNDAI MEX  64242-A-11,EURO 5,10,0,
HYUNDAI MEX  64242-A-11,EURO 5,11,0,
HYUNDAI MEX  64242-A-11,EURO 5,12,0,
HYUNDAI MEX  64245-A-11,EURO 5,1,4786,981.13
HYUNDAI MEX  64245-A-11,EURO 5,2,0,
HYUNDAI MEX  64245-A-11,EURO 5,3,0,
HYUNDAI MEX  64245-A-11,EURO 5,4,0,
HYUNDAI MEX  64245-A-11,EURO 5,5,0,
HYUNDAI MEX  64245-A-11,EURO 5,6,0,
HYUNDAI MEX  64245-A-11,EURO 5,7,0,
HYUNDAI MEX  64245-A-11,EURO 5,8,0,
HYUNDAI MEX  64245-A-11,EURO 5,9,0,
HYUNDAI MEX  64245-A-11,EURO 5,10,0,
HYUNDAI MEX  64245-A-11,EURO 5,11,0,
HYUNDAI MEX  64245-A-11,EURO 5,12,0,
HYUNDAI MEX  64241-A-11,EURO 5,1,6133,1257.265
HYUNDAI MEX  64241-A-11,EURO 5,2,0,
HYUNDAI MEX  64241-A-11,EURO 5,3,0,
HYUNDAI MEX  64241-A-11,EURO 5,4,0,
HYUNDAI MEX  64241-A-11,EURO 5,5,0,
HYUNDAI MEX  64241-A-11,EURO 5,6,0,
HYUNDAI MEX  64241-A-11,EURO 5,7,0,
HYUNDAI MEX  64241-A-11,EURO 5,8,0,
HYUNDAI MEX  64241-A-11,EURO 5,9,0,
HYUNDAI MEX  64241-A-11,EURO 5,10,0,
HYUNDAI MEX  64241-A-11,EURO 5,11,0,
HYUNDAI MEX  64241-A-11,EURO 5,12,0,
HYUNDAI MEX  64310-A-11,EURO 5,1,5130,1051.65
HYUNDAI MEX  64310-A-11,EURO 5,2,0,
HYUNDAI MEX  64310-A-11,EURO 5,3,0,
HYUNDAI MEX  64310-A-11,EURO 5,4,0,
HYUNDAI MEX  64310-A-11,EURO 5,5,0,
HYUNDAI MEX  64310-A-11,EURO 5,6,0,
HYUNDAI MEX  64310-A-11,EURO 5,7,0,
HYUNDAI MEX  64310-A-11,EURO 5,8,0,
HYUNDAI MEX  64310-A-11,EURO 5,9,0,
HYUNDAI MEX  64310-A-11,EURO 5,10,0,
HYUNDAI MEX  64310-A-11,EURO 5,11,0,
HYUNDAI MEX  64310-A-11,EURO 5,12,0,
HYUNDAI MEX  64246-A-11,EURO 5,1,5205,1067.025
HYUNDAI MEX  64246-A-11,EURO 5,2,0,
HYUNDAI MEX  64246-A-11,EURO 5,3,0,
HYUNDAI MEX  64246-A-11,EURO 5,4,0,
HYUNDAI MEX  64246-A-11,EURO 5,5,0,
HYUNDAI MEX  64246-A-11,EURO 5,6,0,
HYUNDAI MEX  64246-A-11,EURO 5,7,0,
HYUNDAI MEX  64246-A-11,EURO 5,8,0,
HYUNDAI MEX  64246-A-11,EURO 5,9,0,
HYUNDAI MEX  64246-A-11,EURO 5,10,0,
HYUNDAI MEX  64246-A-11,EURO 5,11,0,
HYUNDAI MEX  64246-A-11,EURO 5,12,0,
HYUNDAI MEX  64244-A-11,EURO 5,1,5425,1112.125
HYUNDAI MEX  64244-A-11,EURO 5,2,0,
HYUNDAI MEX  64244-A-11,EURO 5,3,0,
HYUNDAI MEX  64244-A-11,EURO 5,4,0,
HYUNDAI MEX  64244-A-11,EURO 5,5,0,
HYUNDAI MEX  64244-A-11,EURO 5,6,0,
HYUNDAI MEX  64244-A-11,EURO 5,7,0,
HYUNDAI MEX  64244-A-11,EURO 5,8,0,
HYUNDAI MEX  64244-A-11,EURO 5,9,0,
HYUNDAI MEX  64244-A-11,EURO 5,10,0,
HYUNDAI MEX  64244-A-11,EURO 5,11,0,
HYUNDAI MEX  64244-A-11,EURO 5,12,0,
HYUNDAI MEX  64243-A-11,EURO 5,1,10976,2250.08
HYUNDAI MEX  64243-A-11,EURO 5,2,0,
HYUNDAI MEX  64243-A-11,EURO 5,3,0,
HYUNDAI MEX  64243-A-11,EURO 5,4,0,
HYUNDAI MEX  64243-A-11,EURO 5,5,0,
HYUNDAI MEX  64243-A-11,EURO 5,6,0,
HYUNDAI MEX  64243-A-11,EURO 5,7,0,
HYUNDAI MEX  64243-A-11,EURO 5,8,0,
HYUNDAI MEX  64243-A-11,EURO 5,9,0,
HYUNDAI MEX  64243-A-11,EURO 5,10,0,
HYUNDAI MEX  64243-A-11,EURO 5,11,0,
HYUNDAI MEX  64243-A-11,EURO 5,12,0,
HYUNDAI MEX  64240-A-11,EURO 5,1,8861,1816.505
HYUNDAI MEX  64240-A-11,EURO 5,2,0,
HYUNDAI MEX  64240-A-11,EURO 5,3,0,
HYUNDAI MEX  64240-A-11,EURO 5,4,0,
HYUNDAI MEX  64240-A-11,EURO 5,5,0,
HYUNDAI MEX  64240-A-11,EURO 5,6,0,
HYUNDAI MEX  64240-A-11,EURO 5,7,0,
HYUNDAI MEX  64240-A-11,EURO 5,8,0,
HYUNDAI MEX  64240-A-11,EURO 5,9,0,
HYUNDAI MEX  64240-A-11,EURO 5,10,0,
HYUNDAI MEX  64240-A-11,EURO 5,11,0,
HYUNDAI MEX  64240-A-11,EURO 5,12,0,
HYUNDAI MEX 64238-A-11,EURO 5,1,7480,1533.4
HYUNDAI MEX 64238-A-11,EURO 5,2,0,
HYUNDAI MEX 64238-A-11,EURO 5,3,0,
HYUNDAI MEX 64238-A-11,EURO 5,4,0,
HYUNDAI MEX 64238-A-11,EURO 5,5,0,
HYUNDAI MEX 64238-A-11,EURO 5,6,0,
HYUNDAI MEX 64238-A-11,EURO 5,7,0,
HYUNDAI MEX 64238-A-11,EURO 5,8,0,
HYUNDAI MEX 64238-A-11,EURO 5,9,0,
HYUNDAI MEX 64238-A-11,EURO 5,10,0,
HYUNDAI MEX 64238-A-11,EURO 5,11,0,
HYUNDAI MEX 64238-A-11,EURO 5,12,0,
HYUNDAI MEX 64239-A-11,EURO 5,1,7955,1630.775
HYUNDAI MEX 64239-A-11,EURO 5,2,0,
HYUNDAI MEX 64239-A-11,EURO 5,3,0,
HYUNDAI MEX 64239-A-11,EURO 5,4,0,
HYUNDAI MEX 64239-A-11,EURO 5,5,0,
HYUNDAI MEX 64239-A-11,EURO 5,6,0,
HYUNDAI MEX 64239-A-11,EURO 5,7,0,
HYUNDAI MEX 64239-A-11,EURO 5,8,0,
HYUNDAI MEX 64239-A-11,EURO 5,9,0,
HYUNDAI MEX 64239-A-11,EURO 5,10,0,
HYUNDAI MEX 64239-A-11,EURO 5,11,0,
HYUNDAI MEX 64239-A-11,EURO 5,12,0,
RENAULT MEX 64276-A-11,EURO 6,1,7137,1384.578
RENAULT MEX 64276-A-11,EURO 6,2,0,
RENAULT MEX 64276-A-11,EURO 6,3,0,
RENAULT MEX 64276-A-11,EURO 6,4,0,
RENAULT MEX 64276-A-11,EURO 6,5,0,
RENAULT MEX 64276-A-11,EURO 6,6,0,
RENAULT MEX 64276-A-11,EURO 6,7,0,
RENAULT MEX 64276-A-11,EURO 6,8,0,
RENAULT MEX 64276-A-11,EURO 6,9,0,
RENAULT MEX 64276-A-11,EURO 6,10,0,
RENAULT MEX 64276-A-11,EURO 6,11,0,
RENAULT MEX 64276-A-11,EURO 6,12,0,
RENAULT MEX 64275-A-11,EURO 6,1,6617,1283.698
RENAULT MEX 64275-A-11,EURO 6,2,0,
RENAULT MEX 64275-A-11,EURO 6,3,0,
RENAULT MEX 64275-A-11,EURO 6,4,0,
RENAULT MEX 64275-A-11,EURO 6,5,0,
RENAULT MEX 64275-A-11,EURO 6,6,0,
RENAULT MEX 64275-A-11,EURO 6,7,0,
RENAULT MEX 64275-A-11,EURO 6,8,0,
RENAULT MEX 64275-A-11,EURO 6,9,0,
RENAULT MEX 64275-A-11,EURO 6,10,0,
RENAULT MEX 64275-A-11,EURO 6,11,0,
RENAULT MEX 64275-A-11,EURO 6,12,0,
RENAULT MEX 64273-A-11,EURO 6,1,5977,1159.538
RENAULT MEX 64273-A-11,EURO 6,2,0,
RENAULT MEX 64273-A-11,EURO 6,3,0,
RENAULT MEX 64273-A-11,EURO 6,4,0,
RENAULT MEX 64273-A-11,EURO 6,5,0,
RENAULT MEX 64273-A-11,EURO 6,6,0,
RENAULT MEX 64273-A-11,EURO 6,7,0,
RENAULT MEX 64273-A-11,EURO 6,8,0,
RENAULT MEX 64273-A-11,EURO 6,9,0,
RENAULT MEX 64273-A-11,EURO 6,10,0,
RENAULT MEX 64273-A-11,EURO 6,11,0,
RENAULT MEX 64273-A-11,EURO 6,12,0,
RENAULT MEX 64278-A-11,EURO 6,1,7373,1430.362
RENAULT MEX 64278-A-11,EURO 6,2,0,
RENAULT MEX 64278-A-11,EURO 6,3,0,
RENAULT MEX 64278-A-11,EURO 6,4,0,
RENAULT MEX 64278-A-11,EURO 6,5,0,
RENAULT MEX 64278-A-11,EURO 6,6,0,
RENAULT MEX 64278-A-11,EURO 6,7,0,
RENAULT MEX 64278-A-11,EURO 6,8,0,
RENAULT MEX 64278-A-11,EURO 6,9,0,
RENAULT MEX 64278-A-11,EURO 6,10,0,
RENAULT MEX 64278-A-11,EURO 6,11,0,
RENAULT MEX 64278-A-11,EURO 6,12,0,
RENAULT MEX 64270-A-11,EURO 6,1,3102,601.788
RENAULT MEX 64270-A-11,EURO 6,2,0,
RENAULT MEX 64270-A-11,EURO 6,3,0,
RENAULT MEX 64270-A-11,EURO 6,4,0,
RENAULT MEX 64270-A-11,EURO 6,5,0,
RENAULT MEX 64270-A-11,EURO 6,6,0,
RENAULT MEX 64270-A-11,EURO 6,7,0,
RENAULT MEX 64270-A-11,EURO 6,8,0,
RENAULT MEX 64270-A-11,EURO 6,9,0,
RENAULT MEX 64270-A-11,EURO 6,10,0,
RENAULT MEX 64270-A-11,EURO 6,11,0,
RENAULT MEX 64270-A-11,EURO 6,12,0,
RENAULT MEX 64274-A-11,EURO 6,1,6091,1181.654
RENAULT MEX 64274-A-11,EURO 6,2,0,
RENAULT MEX 64274-A-11,EURO 6,3,0,
RENAULT MEX 64274-A-11,EURO 6,4,0,
RENAULT MEX 64274-A-11,EURO 6,5,0,
RENAULT MEX 64274-A-11,EURO 6,6,0,
RENAULT MEX 64274-A-11,EURO 6,7,0,
RENAULT MEX 64274-A-11,EURO 6,8,0,
RENAULT MEX 64274-A-11,EURO 6,9,0,
RENAULT MEX 64274-A-11,EURO 6,10,0,
RENAULT MEX 64274-A-11,EURO 6,11,0,
RENAULT MEX 64274-A-11,EURO 6,12,0,
RENAULT MEX 64272-A-11,EURO 6,1,3236,627.784
RENAULT MEX 64272-A-11,EURO 6,2,0,
RENAULT MEX 64272-A-11,EURO 6,3,0,
RENAULT MEX 64272-A-11,EURO 6,4,0,
RENAULT MEX 64272-A-11,EURO 6,5,0,
RENAULT MEX 64272-A-11,EURO 6,6,0,
RENAULT MEX 64272-A-11,EURO 6,7,0,
RENAULT MEX 64272-A-11,EURO 6,8,0,
RENAULT MEX 64272-A-11,EURO 6,9,0,
RENAULT MEX 64272-A-11,EURO 6,10,0,
RENAULT MEX 64272-A-11,EURO 6,11,0,
RENAULT MEX 64272-A-11,EURO 6,12,0,
RENAULT MEX 64271-A-11,EURO 6,1,5770,1119.38
RENAULT MEX 64271-A-11,EURO 6,2,0,
RENAULT MEX 64271-A-11,EURO 6,3,0,
RENAULT MEX 64271-A-11,EURO 6,4,0,
RENAULT MEX 64271-A-11,EURO 6,5,0,
RENAULT MEX 64271-A-11,EURO 6,6,0,
RENAULT MEX 64271-A-11,EURO 6,7,0,
RENAULT MEX 64271-A-11,EURO 6,8,0,
RENAULT MEX 64271-A-11,EURO 6,9,0,
RENAULT MEX 64271-A-11,EURO 6,10,0,
RENAULT MEX 64271-A-11,EURO 6,11,0,
RENAULT MEX 64271-A-11,EURO 6,12,0,
RENAULT MEX 64281-A-11,EURO 6,1,6702,1300.188
RENAULT MEX 64281-A-11,EURO 6,2,0,
RENAULT MEX 64281-A-11,EURO 6,3,0,
RENAULT MEX 64281-A-11,EURO 6,4,0,
RENAULT MEX 64281-A-11,EURO 6,5,0,
RENAULT MEX 64281-A-11,EURO 6,6,0,
RENAULT MEX 64281-A-11,EURO 6,7,0,
RENAULT MEX 64281-A-11,EURO 6,8,0,
RENAULT MEX 64281-A-11,EURO 6,9,0,
RENAULT MEX 64281-A-11,EURO 6,10,0,
RENAULT MEX 64281-A-11,EURO 6,11,0,
RENAULT MEX 64281-A-11,EURO 6,12,0,
RENAULT MEX 64277-A-11,EURO 6,1,1368,265.392
RENAULT MEX 64277-A-11,EURO 6,2,0,
RENAULT MEX 64277-A-11,EURO 6,3,0,
RENAULT MEX 64277-A-11,EURO 6,4,0,
RENAULT MEX 64277-A-11,EURO 6,5,0,
RENAULT MEX 64277-A-11,EURO 6,6,0,
RENAULT MEX 64277-A-11,EURO 6,7,0,
RENAULT MEX 64277-A-11,EURO 6,8,0,
RENAULT MEX 64277-A-11,EURO 6,9,0,
RENAULT MEX 64277-A-11,EURO 6,10,0,
RENAULT MEX 64277-A-11,EURO 6,11,0,
RENAULT MEX 64277-A-11,EURO 6,12,0,
DONGFENG MEX 55908-T-6,EURO 4,1,3701,869.735
DONGFENG MEX 55908-T-6,EURO 4,2,0,
DONGFENG MEX 55908-T-6,EURO 4,3,0,
DONGFENG MEX 55908-T-6,EURO 4,4,0,
DONGFENG MEX 55908-T-6,EURO 4,5,0,
DONGFENG MEX 55908-T-6,EURO 4,6,0,
DONGFENG MEX 55908-T-6,EURO 4,7,0,
DONGFENG MEX 55908-T-6,EURO 4,8,0,
DONGFENG MEX 55908-T-6,EURO 4,9,0,
DONGFENG MEX 55908-T-6,EURO 4,10,0,
DONGFENG MEX 55908-T-6,EURO 4,11,0,
DONGFENG MEX 55908-T-6,EURO 4,12,0,
DONGFENG MEX 55907-T-6,EURO 4,1,5860,1377.1
DONGFENG MEX 55907-T-6,EURO 4,2,0,
DONGFENG MEX 55907-T-6,EURO 4,3,0,
DONGFENG MEX 55907-T-6,EURO 4,4,0,
DONGFENG MEX 55907-T-6,EURO 4,5,0,
DONGFENG MEX 55907-T-6,EURO 4,6,0,
DONGFENG MEX 55907-T-6,EURO 4,7,0,
DONGFENG MEX 55907-T-6,EURO 4,8,0,
DONGFENG MEX 55907-T-6,EURO 4,9,0,
DONGFENG MEX 55907-T-6,EURO 4,10,0,
DONGFENG MEX 55907-T-6,EURO 4,11,0,
DONGFENG MEX 55907-T-6,EURO 4,12,0,
RENAULT MEX 65152-A-11,EURO 6,1,4651,902.294
RENAULT MEX 65152-A-11,EURO 6,2,0,
RENAULT MEX 65152-A-11,EURO 6,3,0,
RENAULT MEX 65152-A-11,EURO 6,4,0,
RENAULT MEX 65152-A-11,EURO 6,5,0,
RENAULT MEX 65152-A-11,EURO 6,6,0,
RENAULT MEX 65152-A-11,EURO 6,7,0,
RENAULT MEX 65152-A-11,EURO 6,8,0,
RENAULT MEX 65152-A-11,EURO 6,9,0,
RENAULT MEX 65152-A-11,EURO 6,10,0,
RENAULT MEX 65152-A-11,EURO 6,11,0,
RENAULT MEX 65152-A-11,EURO 6,12,0,
RENAULT MEX 65153-A-11,EURO 6,1,3954,767.076
RENAULT MEX 65153-A-11,EURO 6,2,0,
RENAULT MEX 65153-A-11,EURO 6,3,0,
RENAULT MEX 65153-A-11,EURO 6,4,0,
RENAULT MEX 65153-A-11,EURO 6,5,0,
RENAULT MEX 65153-A-11,EURO 6,6,0,
RENAULT MEX 65153-A-11,EURO 6,7,0,
RENAULT MEX 65153-A-11,EURO 6,8,0,
RENAULT MEX 65153-A-11,EURO 6,9,0,
RENAULT MEX 65153-A-11,EURO 6,10,0,
RENAULT MEX 65153-A-11,EURO 6,11,0,
RENAULT MEX 65153-A-11,EURO 6,12,0,
RENAULT MEX 65154-A-11,EURO 6,1,5456,1058.464
RENAULT MEX 65154-A-11,EURO 6,2,0,
RENAULT MEX 65154-A-11,EURO 6,3,0,
RENAULT MEX 65154-A-11,EURO 6,4,0,
RENAULT MEX 65154-A-11,EURO 6,5,0,
RENAULT MEX 65154-A-11,EURO 6,6,0,
RENAULT MEX 65154-A-11,EURO 6,7,0,
RENAULT MEX 65154-A-11,EURO 6,8,0,
RENAULT MEX 65154-A-11,EURO 6,9,0,
RENAULT MEX 65154-A-11,EURO 6,10,0,
RENAULT MEX 65154-A-11,EURO 6,11,0,
RENAULT MEX 65154-A-11,EURO 6,12,0,
RENAULT MEX 65155-A-11,EURO 6,1,4358,845.452
RENAULT MEX 65155-A-11,EURO 6,2,0,
RENAULT MEX 65155-A-11,EURO 6,3,0,
RENAULT MEX 65155-A-11,EURO 6,4,0,
RENAULT MEX 65155-A-11,EURO 6,5,0,
RENAULT MEX 65155-A-11,EURO 6,6,0,
RENAULT MEX 65155-A-11,EURO 6,7,0,
RENAULT MEX 65155-A-11,EURO 6,8,0,
RENAULT MEX 65155-A-11,EURO 6,9,0,
RENAULT MEX 65155-A-11,EURO 6,10,0,
RENAULT MEX 65155-A-11,EURO 6,11,0,
RENAULT MEX 65155-A-11,EURO 6,12,0,
RENAULT MEX 65170-A-11,EURO 6,1,5912,1146.928
RENAULT MEX 65170-A-11,EURO 6,2,0,
RENAULT MEX 65170-A-11,EURO 6,3,0,
RENAULT MEX 65170-A-11,EURO 6,4,0,
RENAULT MEX 65170-A-11,EURO 6,5,0,
RENAULT MEX 65170-A-11,EURO 6,6,0,
RENAULT MEX 65170-A-11,EURO 6,7,0,
RENAULT MEX 65170-A-11,EURO 6,8,0,
RENAULT MEX 65170-A-11,EURO 6,9,0,
RENAULT MEX 65170-A-11,EURO 6,10,0,
RENAULT MEX 65170-A-11,EURO 6,11,0,
RENAULT MEX 65170-A-11,EURO 6,12,0,
RENAULT MEX 66458-A-11,EURO 6,1,3102,601.788
RENAULT MEX 66458-A-11,EURO 6,2,0,
RENAULT MEX 66458-A-11,EURO 6,3,0,
RENAULT MEX 66458-A-11,EURO 6,4,0,
RENAULT MEX 66458-A-11,EURO 6,5,0,
RENAULT MEX 66458-A-11,EURO 6,6,0,
RENAULT MEX 66458-A-11,EURO 6,7,0,
RENAULT MEX 66458-A-11,EURO 6,8,0,
RENAULT MEX 66458-A-11,EURO 6,9,0,
RENAULT MEX 66458-A-11,EURO 6,10,0,
RENAULT MEX 66458-A-11,EURO 6,11,0,
RENAULT MEX 66458-A-11,EURO 6,12,0,
RENAULT MEX 66456-A-11,EURO 6,1,4358,845.452
RENAULT MEX 66456-A-11,EURO 6,2,0,
RENAULT MEX 66456-A-11,EURO 6,3,0,
RENAULT MEX 66456-A-11,EURO 6,4,0,
RENAULT MEX 66456-A-11,EURO 6,5,0,
RENAULT MEX 66456-A-11,EURO 6,6,0,
RENAULT MEX 66456-A-11,EURO 6,7,0,
RENAULT MEX 66456-A-11,EURO 6,8,0,
RENAULT MEX 66456-A-11,EURO 6,9,0,
RENAULT MEX 66456-A-11,EURO 6,10,0,
RENAULT MEX 66456-A-11,EURO 6,11,0,
RENAULT MEX 66456-A-11,EURO 6,12,0,
RENAULT MEX 66457-A-11,EURO 6,1,3788,734.872
RENAULT MEX 66457-A-11,EURO 6,2,0,
RENAULT MEX 66457-A-11,EURO 6,3,0,
RENAULT MEX 66457-A-11,EURO 6,4,0,
RENAULT MEX 66457-A-11,EURO 6,5,0,
RENAULT MEX 66457-A-11,EURO 6,6,0,
RENAULT MEX 66457-A-11,EURO 6,7,0,
RENAULT MEX 66457-A-11,EURO 6,8,0,
RENAULT MEX 66457-A-11,EURO 6,9,0,
RENAULT MEX 66457-A-11,EURO 6,10,0,
RENAULT MEX 66457-A-11,EURO 6,11,0,
RENAULT MEX 66457-A-11,EURO 6,12,0,
RENAULT MEX 66455-A-11,EURO 6,1,6544,1269.536
RENAULT MEX 66455-A-11,EURO 6,2,0,
RENAULT MEX 66455-A-11,EURO 6,3,0,
RENAULT MEX 66455-A-11,EURO 6,4,0,
RENAULT MEX 66455-A-11,EURO 6,5,0,
RENAULT MEX 66455-A-11,EURO 6,6,0,
RENAULT MEX 66455-A-11,EURO 6,7,0,
RENAULT MEX 66455-A-11,EURO 6,8,0,
RENAULT MEX 66455-A-11,EURO 6,9,0,
RENAULT MEX 66455-A-11,EURO 6,10,0,
RENAULT MEX 66455-A-11,EURO 6,11,0,
RENAULT MEX 66455-A-11,EURO 6,12,0,
RENAULT MEX 66781-A-11,EURO 6,1,4358,845.452
RENAULT MEX 66781-A-11,EURO 6,2,0,
RENAULT MEX 66781-A-11,EURO 6,3,0,
RENAULT MEX 66781-A-11,EURO 6,4,0,
RENAULT MEX 66781-A-11,EURO 6,5,0,
RENAULT MEX 66781-A-11,EURO 6,6,0,
RENAULT MEX 66781-A-11,EURO 6,7,0,
RENAULT MEX 66781-A-11,EURO 6,8,0,
RENAULT MEX 66781-A-11,EURO 6,9,0,
RENAULT MEX 66781-A-11,EURO 6,10,0,
RENAULT MEX 66781-A-11,EURO 6,11,0,
RENAULT MEX 66781-A-11,EURO 6,12,0,
RENAULT MEX 66780-A-11,EURO 6,1,3954,767.076
RENAULT MEX 66780-A-11,EURO 6,2,0,
RENAULT MEX 66780-A-11,EURO 6,3,0,
RENAULT MEX 66780-A-11,EURO 6,4,0,
RENAULT MEX 66780-A-11,EURO 6,5,0,
RENAULT MEX 66780-A-11,EURO 6,6,0,
RENAULT MEX 66780-A-11,EURO 6,7,0,
RENAULT MEX 66780-A-11,EURO 6,8,0,
RENAULT MEX 66780-A-11,EURO 6,9,0,
RENAULT MEX 66780-A-11,EURO 6,10,0,
RENAULT MEX 66780-A-11,EURO 6,11,0,
RENAULT MEX 66780-A-11,EURO 6,12,0,
RENAULT MEX 66783-A-11,EURO 6,1,3236,627.784
RENAULT MEX 66783-A-11,EURO 6,2,0,
RENAULT MEX 66783-A-11,EURO 6,3,0,
RENAULT MEX 66783-A-11,EURO 6,4,0,
RENAULT MEX 66783-A-11,EURO 6,5,0,
RENAULT MEX 66783-A-11,EURO 6,6,0,
RENAULT MEX 66783-A-11,EURO 6,7,0,
RENAULT MEX 66783-A-11,EURO 6,8,0,
RENAULT MEX 66783-A-11,EURO 6,9,0,
RENAULT MEX 66783-A-11,EURO 6,10,0,
RENAULT MEX 66783-A-11,EURO 6,11,0,
RENAULT MEX 66783-A-11,EURO 6,12,0,
RENAULT MEX 66782-A-11,EURO 6,1,0,0
RENAULT MEX 66782-A-11,EURO 6,2,0,
RENAULT MEX 66782-A-11,EURO 6,3,0,
RENAULT MEX 66782-A-11,EURO 6,4,0,
RENAULT MEX 66782-A-11,EURO 6,5,0,
RENAULT MEX 66782-A-11,EURO 6,6,0,
RENAULT MEX 66782-A-11,EURO 6,7,0,
RENAULT MEX 66782-A-11,EURO 6,8,0,
RENAULT MEX 66782-A-11,EURO 6,9,0,
RENAULT MEX 66782-A-11,EURO 6,10,0,
RENAULT MEX 66782-A-11,EURO 6,11,0,
RENAULT MEX 66782-A-11,EURO 6,12,0,
RENAULT MEX 67612-A-11,EURO 6,1,0,0
RENAULT MEX 67612-A-11,EURO 6,2,0,
RENAULT MEX 67612-A-11,EURO 6,3,0,
RENAULT MEX 67612-A-11,EURO 6,4,0,
RENAULT MEX 67612-A-11,EURO 6,5,0,
RENAULT MEX 67612-A-11,EURO 6,6,0,
RENAULT MEX 67612-A-11,EURO 6,7,0,
RENAULT MEX 67612-A-11,EURO 6,8,0,
RENAULT MEX 67612-A-11,EURO 6,9,0,
RENAULT MEX 67612-A-11,EURO 6,10,0,
RENAULT MEX 67612-A-11,EURO 6,11,0,
RENAULT MEX 67612-A-11,EURO 6,12,0,
RENAULT MEX 67611-A-11,EURO 6,1,0,0
RENAULT MEX 67611-A-11,EURO 6,2,0,
RENAULT MEX 67611-A-11,EURO 6,3,0,
RENAULT MEX 67611-A-11,EURO 6,4,0,
RENAULT MEX 67611-A-11,EURO 6,5,0,
RENAULT MEX 67611-A-11,EURO 6,6,0,
RENAULT MEX 67611-A-11,EURO 6,7,0,
RENAULT MEX 67611-A-11,EURO 6,8,0,
RENAULT MEX 67611-A-11,EURO 6,9,0,
RENAULT MEX 67611-A-11,EURO 6,10,0,
RENAULT MEX 67611-A-11,EURO 6,11,0,
RENAULT MEX 67611-A-11,EURO 6,12,0,
RENAULT MEX 67610-A-11,EURO 6,1,0,0
RENAULT MEX 67610-A-11,EURO 6,2,0,
RENAULT MEX 67610-A-11,EURO 6,3,0,
RENAULT MEX 67610-A-11,EURO 6,4,0,
RENAULT MEX 67610-A-11,EURO 6,5,0,
RENAULT MEX 67610-A-11,EURO 6,6,0,
RENAULT MEX 67610-A-11,EURO 6,7,0,
RENAULT MEX 67610-A-11,EURO 6,8,0,
RENAULT MEX 67610-A-11,EURO 6,9,0,
RENAULT MEX 67610-A-11,EURO 6,10,0,
RENAULT MEX 67610-A-11,EURO 6,11,0,
